Account No,Coding ID,Archival_Culture_Name,Possible_GJB_All_cid_Matches,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
8410436,,DIME,,,,111,5,4,5,4,5,3,5,3,3,3,2,111,111,111,111,111,111,2,1,111,3,3,1,111,111,111,111,111,1,111,0,2,111,2,111
2144324,,DINKA,14576,,,111,2,4,5,4,4,4,3,3,3,3,2,2,111,111,111,1,111,2,1,1,3,3,1,111,111,3,1,3,111,2,0,2,111,2,111
4244548,,DIOLAFOGNY,14598,,,111,5,4,4,5,2,2,6,3,3,111,2,1,111,111,111,111,1,2,2,1,3,3,1,2,3,2,111,111,1,1,0,2,4,111,111
29508,,DIULA,,,,111,5,4,4,4,5,2,3,1,2,1,2,3,111,111,111,1,111,2,2,1,3,3,1,2,2,2,1,111,111,111,0,2,111,4,111
14717764,,DJUKA,14642,,,3,2,3,5,4,4,1,3,1,111,111,1,1,111,111,111,1,2,4,1,1,1,1,1,1,2,1,1,2,1,1,0,2,4,2,4
8421955,,DOBUANS,14664,,,111,5,4,5,5,2,2,3,1,1,111,1,2,111,111,111,1,1,3,4,3,1,1,1,2,1,1,1,2,1,1,1,1,1,111,111
57922,,DOGON,14675,,,3,5,4,3,5,5,2,5,3,3,1,2,3,111,111,111,111,111,1,3,1,3,3,1,2,3,3,1,2,1,4,1,2,4,111,111
59459,,DOGRIB,,,,111,2,2,3,2,1,1,1,111,111,111,1,3,111,111,111,2,111,4,3,3,1,2,2,111,111,111,3,2,111,1,0,1,2,111,111
51778,,DOROBO,,,,1,1,2,2,1,5,1,1,111,111,111,1,3,111,111,111,111,111,2,4,3,3,3,1,2,3,2,1,1,111,1,1,1,2,1,111
12612676,,DOROSIE,,,,111,5,4,4,5,5,3,3,3,3,1,111,111,111,111,111,111,111,1,2,1,3,1,1,2,3,1,111,111,1,2,0,1,111,111,111
10523204,,DORSE,14774,,,111,5,4,5,5,5,2,5,1,3,3,2,1,111,111,111,111,2,4,3,3,3,3,1,2,3,3,111,111,1,4,0,3,1,111,111
6341700,,DRAGAS,14752,,,4,2,7,5,4,4,3,5,3,2,2,2,1,111,111,111,2,1,5,4,1,3,0,111,2,3,3,1,111,1,3,0,4,6,4,111
8412484,,DRAWA,62593,,,111,111,3,5,5,3,2,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,3,1,111,111,111,1,111,111,5,0,111,6,111,111
8414276,,DRUZE,14785,,,5,5,7,5,5,5,2,5,3,3,3,2,3,111,111,111,2,3,2,4,1,3,3,1,2,2,2,1,3,1,2,0,2,6,4,2
12594756,,DUALA,,,,111,5,4,5,5,2,2,3,1,2,1,2,1,111,111,111,2,111,2,1,111,3,3,1,111,111,3,1,2,1,3,0,3,4,2,2
4211012,,DURUMA,,,,111,111,3,5,4,5,3,111,111,111,111,2,1,111,111,111,111,111,2,3,1,3,1,2,2,1,1,1,111,111,111,0,111,1,111,111
31555,,DUSUN,14840,,,4,5,4,5,4,3,2,3,3,3,1,111,2,111,111,111,2,1,2,3,3,3,2,2,2,2,2,2,3,2,2,2,1,2,2,111
57409,,DUTCH,14851,,,8,5,7,5,5,4,3,5,3,3,3,2,3,111,111,111,2,1,4,4,1,2,2,2,2,2,2,3,3,2,4,2,4,6,4,4
12602436,,DZEM,,,,111,5,4,5,4,4,2,3,2,2,1,111,111,111,111,111,111,111,2,1,1,3,1,2,2,3,3,1,111,111,111,0,1,4,111,111
14404,,DZING,,,,3,3,4,4,3,4,2,3,1,2,1,111,1,111,111,111,2,111,2,1,111,1,1,1,2,1,1,3,2,111,111,0,2,4,111,111
3908,,EAST MONO,,,,111,2,1,1,2,4,1,1,111,111,111,1,1,111,111,111,2,2,4,3,1,3,2,2,1,2,2,3,2,111,1,0,1,4,2,3
12618820,,EASTER,,,,111,5,3,5,4,3,1,3,1,111,111,1,3,111,111,111,111,1,4,3,1,3,2,2,111,111,111,111,2,1,4,0,2,4,1,111
63299,,EASTERN CR,,,,111,2,2,3,1,2,1,1,111,111,111,1,3,111,111,111,2,1,4,3,1,1,2,2,111,111,2,3,111,111,1,0,1,2,1,3
64323,,EASTERN OJ,62555,,,2,2,2,2,2,2,1,1,111,111,111,1,3,111,111,111,2,3,1,3,3,3,3,1,1,2,111,1,2,111,1,0,1,4,1,3
26436,,EDO,,,,8,5,4,4,4,5,2,3,1,2,1,2,2,111,111,111,111,111,1,2,2,3,3,1,2,3,3,1,2,1,4,0,4,4,2,111
12608836,,EFIK,,,,111,5,4,5,4,2,2,3,1,3,1,111,2,111,111,111,111,111,2,1,1,3,3,1,2,3,2,1,3,1,3,0,2,6,2,111
26948,,EGBA,62560,,,7,5,4,5,4,5,2,3,1,2,1,2,3,111,111,111,111,111,2,2,1,3,3,1,2,3,3,1,2,1,4,0,3,111,2,111
63554,,EGYPTIANS,14994,,,8,5,8,5,5,4,3,6,3,3,3,2,3,111,111,111,2,3,2,3,1,3,3,1,2,2,2,2,3,111,5,2,4,6,4,4
4221252,,EKITI,62561,,,7,5,4,5,5,3,2,3,1,3,1,2,3,111,111,111,2,111,2,2,1,3,3,1,2,3,3,1,2,1,4,0,3,111,2,111
8414532,,EKOI,,,,111,5,4,5,4,5,2,3,1,3,1,111,111,111,111,111,111,2,1,1,111,3,3,1,2,3,111,1,111,1,111,0,1,4,111,111
12601156,,EKONDA,15027,,,111,4,4,5,5,2,2,3,1,2,1,111,111,111,111,111,1,1,2,1,1,3,3,1,2,3,3,3,111,111,4,0,2,4,111,111
14720068,,ELEMA,23202,,,111,5,4,2,4,3,2,4,1,1,111,1,3,111,111,111,1,2,2,3,3,3,3,1,111,111,111,3,2,1,2,0,1,4,1,111
4676,,ELKO SHOSH,,,,2,2,1,1,3,2,1,1,111,111,111,1,1,111,111,111,2,111,1,3,3,2,2,2,111,111,111,3,2,111,1,0,1,1,111,3
33859,,ELLICE,,,,111,5,6,5,5,1,2,4,2,1,111,1,3,111,111,111,1,1,3,3,1,3,2,2,2,3,3,1,2,1,3,2,2,111,111,2
4420,,ELY SHOSHO,,,,1,2,1,1,2,5,1,2,3,111,111,1,1,111,111,111,2,111,1,3,3,2,2,2,111,111,111,3,2,111,1,0,1,111,111,3
42819,,ENGA,30040,,,4,5,4,5,4,5,2,3,1,1,111,1,2,111,111,111,1,3,2,3,3,3,3,1,2,3,3,1,2,1,1,0,1,1,1,1
38980,,EPI,,,,111,111,3,5,5,2,2,111,111,111,111,111,111,111,111,111,111,111,2,111,111,111,3,1,111,111,111,1,2,111,111,0,111,111,111,111
2136132,,EROMANGANS,,,,111,111,3,5,5,2,2,111,111,111,111,111,111,111,111,111,111,111,2,3,3,3,3,1,111,111,111,1,2,111,111,0,111,111,111,111
21060,,ESA,,,,111,1,5,5,5,5,4,2,3,3,3,2,3,111,111,111,111,111,2,1,1,3,3,1,2,2,2,1,3,111,4,0,4,4,4,111
27204,,EWE,30163,,,111,6,4,5,4,3,2,3,1,2,1,2,2,111,111,111,111,1,2,2,1,3,3,1,2,3,1,1,2,1,4,0,3,6,2,111
34627,,EYAK,,,,1,5,2,3,2,1,1,1,111,111,111,1,3,111,111,111,2,111,1,2,111,1,1,1,111,111,1,3,2,1,3,0,2,4,1,3
14713924,,FAJULU,,,,111,5,4,5,4,4,2,3,3,3,3,2,1,111,111,111,111,2,2,1,111,3,3,1,2,3,3,1,111,1,4,0,1,111,2,111
48196,,FALASHA,17587,,,111,5,7,5,5,5,3,5,3,3,3,2,3,111,111,111,2,3,4,4,3,3,2,2,111,111,111,111,111,111,2,0,111,6,4,111
6324292,,FALI,,,,111,4,4,4,4,5,2,3,3,2,1,111,2,111,111,111,1,1,2,1,111,3,3,1,2,3,111,1,111,1,2,0,1,4,2,111
8416068,,FANTI,15280,,,111,5,4,5,4,4,2,3,1,2,1,2,2,111,111,111,111,111,2,2,1,2,1,2,2,1,1,3,3,1,4,0,2,6,2,111
9539,,FIJI,,,,2,5,6,5,5,2,2,4,1,1,111,1,3,111,111,111,1,1,3,2,1,3,3,1,111,111,3,1,2,1,2,2,3,4,1,2
4210244,,FIPA,,,,3,5,4,5,5,2,2,3,3,3,3,2,1,111,111,111,1,111,2,1,111,3,3,1,111,111,111,111,2,1,4,0,3,6,2,111
2147652,,FLATHEAD,15368,,,111,2,2,2,2,2,1,1,111,111,111,1,3,111,111,111,2,2,4,2,111,3,1,2,1,2,111,3,2,111,2,0,2,4,1,3
8257,,FON,15390,,,7,5,4,5,3,4,2,3,1,2,1,2,1,111,111,111,1,3,2,1,111,3,3,1,2,3,3,1,3,1,4,2,4,4,1,4
14730564,,FORE,15401,,,111,4,4,5,4,5,2,4,1,1,111,1,1,111,111,111,1,1,2,1,111,3,3,1,2,3,111,1,2,1,2,0,1,111,2,111
8437571,,FOX,21286,,,111,2,3,4,2,4,1,3,3,111,111,1,1,111,111,111,2,111,1,2,1,2,2,2,111,111,2,3,1,111,2,2,2,4,4,111
6341188,,FR CANADA,15489,,,8,5,7,5,5,4,2,5,3,3,3,2,3,111,111,111,2,3,5,4,3,2,2,2,2,3,111,3,3,2,4,0,4,6,4,4
4245316,,FRIULI,15522,,,8,5,7,5,5,5,3,5,3,3,3,1,2,111,111,111,2,1,4,4,1,2,2,2,2,2,2,3,111,2,4,0,4,6,4,111
47172,,FULANI,,,,2,2,5,5,5,5,4,3,3,3,3,111,3,111,111,111,2,1,2,1,111,3,2,2,1,2,3,3,2,111,111,0,1,5,111,111
12603204,,FUNGOM,,,,111,111,3,5,4,5,2,111,111,111,111,2,1,111,111,111,111,111,2,1,1,3,3,1,2,3,3,1,111,111,111,0,111,4,111,111
12606020,,FUR,15566,,,111,5,4,5,5,4,3,5,3,3,3,2,2,111,111,111,1,1,2,3,1,1,1,1,2,3,3,3,2,1,4,0,4,4,4,111
12630852,,FUT,15577,,,111,5,4,5,4,5,2,3,3,2,1,2,1,111,111,111,111,111,2,1,1,3,3,1,111,111,111,1,111,1,4,0,2,4,3,111
22083,,FUTAJALONK,,,,111,6,4,5,5,5,4,3,3,3,3,2,3,111,111,111,1,1,2,1,111,3,3,1,2,3,3,1,2,1,4,2,3,111,4,111
35908,,FUTUNANS,,,,111,5,6,5,5,2,2,4,1,1,111,1,3,111,111,111,1,1,4,3,1,3,2,2,111,111,111,111,2,1,3,0,2,6,1,2
12610372,,GA@TI,,,,111,6,4,5,4,2,2,3,3,2,1,111,3,111,111,111,111,111,2,2,1,1,3,1,2,3,3,1,2,111,111,0,1,4,1,111
2116,,GABRIELINO,,,,111,2,1,2,3,2,1,1,111,111,111,1,1,111,111,111,111,111,4,3,3,3,3,1,111,111,3,1,111,1,2,0,1,4,2,3
12610884,,GAGU,,,,5,5,4,4,2,5,2,3,3,2,1,2,1,111,111,111,111,111,2,2,1,3,3,1,2,3,3,1,111,1,1,0,1,4,111,111
8410180,,GALAB,,,,111,2,4,5,4,4,4,3,3,3,3,111,111,111,111,111,111,111,2,1,111,3,3,1,111,111,111,111,111,1,111,0,2,111,2,111
12632644,,GALLA,15687,,,111,4,7,5,4,5,4,5,3,3,3,2,3,111,111,111,111,3,2,3,3,3,3,1,2,3,111,3,111,1,111,0,3,5,4,111
39235,,GANDA,,,,7,5,4,5,4,4,2,5,2,3,3,2,1,111,111,111,1,2,2,1,111,2,3,1,2,3,3,3,2,1,4,2,4,6,2,4
15426,,GARO,15709,,,3,5,4,5,5,4,2,3,3,3,1,1,2,111,111,111,1,1,4,3,2,1,1,1,1,2,1,3,2,1,3,2,2,4,2,1
8416836,,GBANDE,,,,5,5,4,5,4,4,2,3,3,3,1,2,1,111,111,111,111,1,2,1,111,3,3,1,2,3,3,1,111,1,2,0,2,4,2,4
26692,,GBARI,,,,111,5,4,4,4,5,2,5,3,2,1,2,3,111,111,111,111,3,1,1,1,3,3,1,111,111,111,1,1,111,111,0,2,4,3,111
6340932,,GEORGIA,62463; 62464; 15797; 62461,,,8,5,8,5,5,5,3,6,3,3,3,2,1,111,111,111,111,111,5,4,1,3,0,111,111,111,111,111,3,111,111,0,3,111,4,111
8409668,,GIBE,,,,111,5,7,5,4,5,3,5,3,3,3,2,3,111,111,111,111,3,2,3,3,3,3,1,2,3,3,111,111,1,4,0,4,111,4,111
10524228,,GIDJINGALI,62533,,,2,1,1,1,2,3,1,1,111,111,111,1,1,111,111,111,1,3,1,2,111,3,1,2,1,2,111,3,111,111,1,0,1,1,1,111
47683,,GILBERTESE,15896,,,4,5,6,4,5,1,1,4,1,1,111,1,2,111,111,111,2,3,2,3,3,3,2,2,2,2,2,1,2,1,3,1,2,6,111,111
5186,,GILYAK,15907,,,2,2,2,3,2,1,1,1,111,111,111,2,3,111,111,111,2,2,2,3,3,3,3,1,1,2,3,1,2,111,1,1,1,4,2,111
8411460,,GIMMA,,,,111,2,4,5,5,5,4,6,3,3,3,111,111,111,111,111,111,111,2,111,111,3,3,1,111,111,111,3,111,111,111,0,111,111,4,111
8405316,,GIRIAMA,,,,111,5,4,5,4,5,2,3,3,3,3,2,1,111,111,111,111,111,2,1,1,3,3,1,2,3,3,3,111,111,111,0,4,1,1,111
33092,,GISIGA,,,,111,5,4,5,4,5,2,3,3,2,2,2,2,111,111,111,111,111,2,1,111,3,3,1,111,111,111,1,111,111,111,0,2,4,2,111
45123,,GISU,,,,111,5,4,5,4,4,2,3,2,3,3,2,1,111,111,111,1,1,2,1,111,3,3,1,2,3,3,1,2,1,3,0,2,4,2,111
8438595,,GOAJIRO,15973,,,1,1,3,5,4,4,1,2,3,111,111,1,1,111,111,111,111,2,2,1,1,1,1,1,111,111,1,3,1,111,3,1,1,4,3,2
8404804,,GOGO,15995,,,5,5,4,5,4,5,3,3,3,3,3,2,1,111,111,111,111,111,2,1,1,3,3,1,1,2,3,1,2,1,4,0,2,4,111,111
12611140,,GOLA,,,,111,6,4,5,4,4,2,3,3,2,1,111,111,111,111,111,111,111,2,2,1,3,3,1,111,111,111,1,2,1,3,0,2,4,111,111
8424004,,GOLDI,16017,,,111,5,2,5,2,2,2,3,3,1,111,111,2,111,111,111,111,111,2,3,1,3,3,1,111,111,111,111,111,1,2,0,2,111,111,111
3651,,GOND,16028,,,2,5,4,3,4,5,2,3,3,2,1,1,2,111,111,111,1,1,2,2,1,3,3,1,1,2,2,1,2,111,4,2,2,4,3,111
2145604,,GONDOGRAM,16039,,,8,6,7,5,5,4,2,5,3,3,3,2,3,111,111,111,2,3,5,4,1,3,3,1,2,3,3,1,2,111,5,0,5,5,3,2
12603716,,GOROA,,,,111,5,4,5,5,5,4,3,3,3,3,111,111,111,111,111,111,111,2,1,111,3,3,1,2,3,3,111,111,111,111,0,1,1,1,111
8393540,,GOSIUTE,,,,1,2,1,1,2,4,1,1,111,111,111,1,1,111,111,111,2,2,4,3,3,1,2,2,1,2,2,3,2,111,1,0,1,1,111,3
12612,,GREEKS,16083; 62312; 16094; 16100; 16116; 16072; 62541,,,8,5,7,5,5,4,3,5,3,3,3,2,2,111,111,111,2,111,5,4,3,3,2,2,2,2,2,3,3,2,4,0,4,6,4,111
62531,,GREENLANDE,62300,,,111,2,2,4,3,1,1,1,111,111,111,2,3,111,111,111,2,1,4,4,3,3,2,2,111,111,3,3,3,2,1,0,1,111,4,4
40004,,GROOTE EYLAN,,,,1,1,2,2,4,1,1,1,111,111,111,1,2,111,111,111,1,3,4,2,111,3,1,2,1,2,111,1,111,111,1,0,1,111,1,111
38466,,GROS VENTR,,,,111,1,2,3,1,5,1,1,111,111,111,1,3,111,111,111,111,3,2,2,111,3,2,2,1,2,2,3,2,111,1,2,2,5,4,3
37187,,GUAHIBO,16193,,,2,2,3,4,2,3,1,3,1,111,111,1,3,111,111,111,2,2,1,3,1,1,2,2,1,2,3,3,2,2,1,1,1,2,1,2
4218948,,GUANCHE,,,,111,5,4,5,5,3,2,3,3,2,2,1,2,111,111,111,111,111,2,4,1,3,1,1,2,1,1,111,111,1,4,0,3,4,111,111
45122,,GUARAUNO,28502,,,2,2,1,2,2,3,1,2,1,111,111,1,2,111,111,111,2,111,1,2,1,1,2,2,1,2,111,2,2,2,1,1,1,2,4,2
44867,,GUATO,,,,111,2,1,2,3,2,1,2,2,111,111,1,3,111,111,111,2,111,111,2,111,2,2,2,111,111,111,111,2,111,1,1,1,4,111,111
2136644,,GUAYMI,,,,111,111,3,3,3,2,1,111,111,111,111,111,111,111,111,111,111,111,1,1,1,1,1,1,111,111,111,111,111,111,111,0,111,111,111,111
12615492,,GUDE,,,,111,5,4,5,5,5,2,5,3,2,1,111,2,111,111,111,2,111,2,1,1,3,3,1,2,3,3,1,111,111,111,0,1,4,2,111
36420,,GUJARATI,,,,8,5,7,5,5,4,2,5,3,3,3,2,2,111,111,111,2,3,2,3,3,3,3,1,2,3,3,1,2,111,4,0,4,111,1,111
12595268,,GURAGE,,,,111,5,4,5,5,5,3,6,1,3,3,2,3,111,111,111,111,111,2,4,1,3,3,1,2,3,3,1,3,1,111,0,1,111,2,111
40259,,GURE,,,,111,4,4,4,3,5,2,3,3,2,1,111,111,111,111,111,2,111,4,3,1,1,1,1,111,111,111,1,2,1,2,1,1,111,2,111
8419140,,GURMA,,,,7,5,4,5,4,4,2,3,3,3,3,2,2,111,111,111,111,111,4,1,1,3,3,1,111,111,111,1,1,1,4,0,3,6,111,111
28228,,GURO,16336,,,4,5,4,4,3,4,2,3,3,3,1,2,1,111,111,111,111,1,2,2,1,3,3,1,2,3,3,1,111,1,3,0,2,4,111,111
12590916,,GUSII,,,,111,5,4,5,5,5,3,3,3,3,3,111,111,111,111,111,1,3,2,1,111,3,3,1,2,3,3,1,111,1,1,0,2,1,111,111
4212292,,HA@HI,,,,111,5,4,5,5,4,3,5,3,3,3,2,1,111,111,111,1,111,2,1,1,3,3,1,2,3,3,1,2,1,4,0,3,4,2,111
12605764,,HABBANIA,,,,111,1,3,4,4,4,4,3,3,3,3,111,111,111,111,111,111,111,2,2,111,3,3,1,111,111,111,3,111,111,111,0,111,111,4,111
12620868,,HADENDOWA,,,,111,111,5,4,4,5,4,111,111,111,111,111,111,111,111,111,111,111,1,111,111,3,3,1,111,111,111,111,111,111,111,0,111,111,111,111
12599364,,HADIMU,16402,,,111,5,4,5,5,3,2,3,1,3,3,2,2,111,111,111,111,111,2,1,111,3,2,2,2,2,2,111,2,111,111,0,4,6,4,111
35906,,HAIDA,16424,,,111,5,2,3,3,1,1,1,111,111,111,1,3,111,111,111,2,1,1,3,1,1,1,1,2,1,1,1,1,1,4,1,1,4,1,3
60227,,HAISLA,,,,4,2,2,3,2,1,1,1,111,111,111,1,3,111,111,111,2,3,3,111,111,1,1,1,1,2,2,3,2,1,4,0,1,4,1,3
6342468,,HAITI,16446,,,8,5,4,5,5,5,2,5,3,3,1,2,3,111,111,111,2,2,4,3,3,2,2,2,2,2,2,3,3,2,4,0,4,111,4,2
28227,,HAKKA,16457,,,8,5,8,5,5,4,2,6,3,3,1,2,3,111,111,111,2,111,2,3,1,3,3,1,2,3,3,2,2,111,4,0,5,6,111,3
12607556,,HAMAMA,,,,111,2,3,5,5,5,4,5,3,2,2,111,111,111,111,111,111,3,2,2,1,3,3,1,2,3,3,3,111,111,111,0,4,111,4,111
12587076,,HAMILTON,,,,1,2,1,1,2,5,1,2,111,111,111,1,1,111,111,111,2,111,4,3,3,2,2,2,111,111,111,3,2,111,1,0,1,111,111,3
12604484,,HAMMAR,16479,,,111,4,4,5,4,5,4,3,3,3,3,2,3,111,111,111,111,111,2,1,1,3,3,1,111,111,111,1,111,1,1,0,2,111,2,111
24900,,HAMYAN,,,,111,1,3,5,5,5,4,5,3,2,2,111,111,111,111,111,111,111,2,3,1,3,3,1,2,2,2,3,111,111,111,0,4,6,4,111
42050,,HANO,,,,5,5,3,5,5,5,1,6,3,111,111,1,3,111,111,111,2,1,4,4,1,1,1,1,2,1,111,1,1,1,1,0,1,111,111,111
31299,,HANUNOO,16545,,,3,4,4,4,5,4,2,3,3,3,1,2,2,111,111,111,2,111,1,3,3,1,2,2,1,2,2,3,3,2,1,1,1,1,111,111
24131,,HASANIA,,,,111,2,4,5,5,5,4,3,3,3,3,111,3,111,111,111,111,111,2,2,111,3,3,1,2,2,2,3,3,111,111,0,111,111,4,111
49219,,HASINAI,12981,,,111,4,3,4,2,4,1,3,3,111,111,1,1,111,111,111,2,111,4,3,1,1,2,2,111,111,111,3,2,2,4,2,3,4,4,3
8402244,,HATSA,16578,,,1,1,1,1,2,5,1,1,111,111,111,1,1,111,111,111,111,111,2,3,1,2,2,2,1,2,3,3,111,111,1,0,1,3,1,3
8435780,,HAUSA,16589,,,8,5,4,4,5,5,2,3,3,3,1,2,3,111,111,111,2,111,2,1,1,3,3,1,2,3,2,1,2,1,4,0,3,111,4,111
12099,,HAVASUPAI,16600,,,3,2,3,2,3,5,1,6,3,111,111,1,3,111,111,111,2,111,4,3,1,3,2,2,2,3,2,2,2,2,1,1,1,4,1,3
48195,,HAWAIIANS,16611,,,111,5,6,4,5,2,1,4,1,1,111,1,3,111,111,111,111,1,4,3,1,2,2,2,2,2,2,1,2,1,4,2,3,4,1,4
17476,,HAYA,16633,,,4,5,4,5,5,3,3,5,2,3,3,2,1,111,111,111,111,111,2,1,111,3,3,1,2,3,3,3,1,1,4,0,3,4,2,111
26435,,HAZARA,16644,,,3,2,8,5,5,5,4,6,3,3,3,2,3,111,111,111,2,3,2,3,1,3,3,1,2,3,3,3,3,1,4,2,2,4,4,111
26179,,HEBREWS,3905,,,7,5,7,5,3,4,3,5,3,3,3,2,3,111,111,111,2,3,2,3,1,3,3,1,2,3,3,3,3,1,4,2,3,6,4,111
8439620,,HEBRIDES,,,,8,5,7,5,5,2,3,5,3,3,3,2,2,111,111,111,2,2,5,4,3,2,2,2,2,2,2,3,3,2,3,0,3,1,4,111
8427843,,HEHE,16688,,,111,5,4,5,4,5,3,5,3,3,3,2,1,111,111,111,1,111,2,2,1,3,3,1,111,111,2,1,2,1,4,2,3,111,111,111
23108,,HEMAT,11309,,,111,2,4,5,5,5,4,3,3,3,3,111,111,111,111,111,111,111,2,2,111,3,3,1,111,111,2,111,111,111,111,0,2,6,4,111
64,,HERERO,16721,,,111,1,5,4,2,5,4,1,111,3,3,2,2,111,111,111,1,111,2,1,1,3,1,2,1,2,1,3,2,111,3,1,1,4,111,111
25923,,HERKESS,,,,111,4,7,5,4,5,3,5,3,3,3,2,3,111,111,111,2,111,2,2,1,3,3,1,2,2,2,3,3,1,4,2,2,4,4,111
8395588,,HIDATSA,,,,5,2,3,4,3,4,1,5,3,111,111,1,1,111,111,111,2,111,4,2,1,1,1,1,111,111,3,3,1,1,1,0,1,2,2,3
8422980,,HILL SUK,,,,111,5,4,5,4,5,3,5,3,3,3,2,1,111,111,111,111,111,2,1,111,3,3,1,2,3,3,3,2,111,111,0,2,2,2,111
12632900,,HILLBILLY,,,,8,6,7,5,4,5,3,5,3,3,3,2,3,111,111,111,2,2,4,4,3,2,2,2,111,111,111,3,3,2,4,0,4,1,4,111
28995,,HO@DA,,,,111,111,3,5,4,4,2,111,111,111,111,111,111,111,111,111,111,111,2,2,111,3,3,1,2,3,3,1,2,111,111,2,111,6,111,111
32836,,HONA,,,,111,4,4,5,5,5,3,5,3,3,111,111,111,111,111,111,111,3,2,1,1,3,3,1,2,3,3,1,2,111,111,0,1,111,111,111
56643,,HOPI,16831,,,4,5,3,4,4,5,1,6,3,111,111,1,3,111,111,111,1,1,4,4,1,1,1,1,2,1,3,3,1,1,1,0,1,4,1,111
10524996,,HUASTEC,,,,111,111,3,5,3,4,1,111,111,111,111,111,111,111,111,111,111,111,2,4,3,3,2,2,111,111,111,111,2,111,111,0,111,111,111,111
2132548,,HUAVE,,,,111,111,3,5,5,1,1,111,111,111,111,111,111,111,111,111,111,111,4,4,1,3,2,2,111,111,111,2,111,111,1,0,111,111,111,111
12584004,,HUCHNOM,,,,111,2,1,2,2,2,1,1,111,111,111,1,1,111,111,111,111,111,4,3,1,3,2,2,111,111,111,3,2,111,1,0,1,4,2,3
36163,,HUICHOL,16875,,,5,4,3,4,3,4,1,3,3,111,111,1,3,111,111,111,2,111,4,3,1,2,2,2,2,3,2,2,2,2,2,0,1,6,111,1
35139,,HUKUNDIKA,,,,111,2,1,1,2,3,1,1,111,111,111,1,2,111,111,111,2,111,4,2,1,2,2,2,1,2,3,2,2,111,1,1,1,4,1,3
4217412,,HUMR,16622,,,2,1,4,5,5,5,4,3,3,3,3,2,3,111,111,111,1,111,2,1,1,3,3,1,2,3,2,2,3,111,4,0,4,5,4,111
8406596,,HUNDE,,,,111,5,4,5,4,4,3,5,2,3,3,2,2,111,111,111,111,111,2,1,111,3,3,1,2,3,3,1,2,111,5,0,3,111,111,111
4229700,,HUNGARIANS,16919; 50256,,,8,5,7,5,5,4,2,5,3,3,3,2,3,111,111,111,2,3,3,4,1,3,2,2,111,111,111,2,3,2,4,0,4,111,4,4
10536772,,HUPA,16930,,,2,5,1,2,4,1,1,1,111,111,111,1,111,111,111,111,111,2,2,2,1,3,2,2,111,111,111,3,2,2,3,0,1,4,1,3
40514,,HURON,,,,5,2,3,4,4,2,1,3,3,111,111,1,1,111,111,111,2,1,4,4,1,1,1,1,111,111,111,1,2,1,2,2,2,4,2,3
579,,HUTSUL,,,,7,5,7,5,4,4,3,5,3,3,3,2,3,111,111,111,2,1,5,4,3,2,2,2,2,3,3,2,3,111,2,0,111,111,4,2
38724,,IATMUL,16963,,,4,5,6,5,5,2,2,4,1,1,111,1,2,111,111,111,1,111,2,2,1,3,3,1,111,111,111,1,1,1,1,0,1,1,111,111
21570,,IBAN,16974,,,111,5,4,5,5,3,2,3,3,1,111,2,2,111,111,111,2,2,4,4,2,2,2,2,2,2,2,3,3,2,2,1,1,2,1,2
26180,,IBIBIO,16985,,,5,4,4,5,4,3,2,3,1,3,1,111,1,111,111,111,2,111,2,1,1,3,3,1,2,3,3,1,3,1,3,0,2,4,2,111
4242244,,IBO,16996,,,5,4,4,5,5,5,2,3,1,3,1,2,1,111,111,111,2,2,2,1,1,3,3,1,2,3,3,1,1,1,2,0,2,4,2,111
59457,,ICELANDERS,17007,,,111,5,3,5,3,2,3,5,3,111,111,2,3,111,111,111,2,1,5,4,1,3,2,2,2,3,3,3,3,2,4,2,3,111,4,111
4220996,,IDOMA,,,,111,5,4,5,4,4,2,3,1,2,1,111,111,111,111,111,1,111,2,1,1,3,3,1,2,3,3,3,111,1,2,0,2,111,111,111
8415556,,IFE,,,,8,5,4,5,5,5,2,3,1,2,1,111,111,111,111,111,111,111,2,2,1,3,3,1,111,111,3,1,2,1,4,0,4,111,2,111
12606532,,IFORA,62581,,,111,1,3,3,4,5,4,6,2,3,3,2,3,111,111,111,111,111,2,4,3,3,0,1,111,111,2,111,111,111,5,0,3,111,4,111
5699,,IFUGAO,17062,,,3,4,4,5,3,4,2,6,3,1,111,2,1,111,111,111,2,1,2,4,3,2,2,2,2,2,2,3,2,2,3,1,1,1,1,111
8415300,,IGALA,,,,7,111,4,5,4,4,2,3,1,3,1,111,111,111,111,111,111,3,2,1,1,3,3,1,2,3,3,111,111,111,111,0,4,111,111,111
10308,,IGBIRA,,,,111,5,4,4,4,3,2,3,1,3,1,2,1,111,111,111,2,111,1,2,1,3,3,1,111,111,3,1,1,1,4,0,2,111,2,111
8450627,,IGLULIK,,,,1,2,2,5,1,1,1,1,111,111,111,1,3,111,111,111,2,2,4,3,1,3,2,2,1,2,2,3,2,111,1,0,1,3,1,3
4220484,,IJAW,17117,,,111,5,4,5,5,2,2,3,1,3,1,111,111,111,111,111,111,111,2,2,1,3,2,2,111,111,111,111,111,1,4,0,3,111,111,111
